20230924	16:42:47	85d7e48a-9b97-466d-ac10-7a8c101239b3	GET 	 / 	 ::1	 undefined
20230924	23:09:44	90678591-e99b-4892-b4ed-295ac9e1614b	GET 	 /subdir 	 ::1	 undefined
20230924	23:09:44	b1807994-0016-44dc-991e-b4717463e113	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:09:44	3d31254a-25e2-4575-b9e0-ace2ed2c1085	GET 	 /subdir 	 ::1	 undefined
20230924	23:09:44	479436c4-6121-4977-9671-502b3584d1c2	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:09:44	8ce2b772-4f96-4044-af58-85cbec1dc858	GET 	 /subdir 	 ::1	 undefined
20230924	23:09:44	56c521a7-40a5-4ac9-81af-ee8fe9a7b4c1	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:09:45	69c90529-d37b-4264-a186-4f537dd0ce85	GET 	 /subdir 	 ::1	 undefined
20230924	23:09:45	36dc27f2-c814-4f2d-8da9-1ec8873732b6	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:09:45	617ac176-3fcc-4767-a4e8-2c834177719e	GET 	 /subdir 	 ::1	 undefined
20230924	23:09:45	ba896f8b-4f48-4ec4-b3e6-3a3ceb4ed7ed	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:11:21	67b46315-8a42-4869-a5ab-0969dd746dfd	GET 	 /subdir 	 ::1	 undefined
20230924	23:11:21	63257953-d9cb-4b66-8212-8e02ed96109f	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:11:22	cd6d798b-e5d7-4558-9d9f-bf91941d3660	GET 	 /subdir 	 ::1	 undefined
20230924	23:11:22	4ac24cf9-ed0b-4240-afc8-0d95e7e60807	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:11:22	cc691442-3163-47ae-9b32-d53e50ca2b27	GET 	 /subdir 	 ::1	 undefined
20230924	23:11:22	183cff16-14b2-4858-839a-1c75c3a8dda3	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:11:22	b2965cab-0f0b-45e2-837a-f8403f0e2bb5	GET 	 /subdir 	 ::1	 undefined
20230924	23:11:23	de63c2aa-9e97-4b86-8966-bed61f048c6e	GET 	 /css/style.css 	 ::1	 undefined
20230924	23:11:58	c45486c9-cd50-42a0-962e-fa2a479fe0d7	GET 	 /subdir/t 	 ::1	 undefined
20230924	23:11:58	ecd086b3-cfe0-4543-8366-a88fc5ea3b2f	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:12:21	def15d69-bd5d-4730-955e-dac2ccf7bb2c	GET 	 /subdir/t.html 	 ::1	 undefined
20230924	23:12:21	389d6a33-dc27-4c4a-8423-53536ee4b2ce	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:13:36	995649f2-c724-4ff5-bed3-8bbffd49cb39	GET 	 /subdir/t.html 	 ::1	 undefined
20230924	23:13:36	74047051-af7f-4914-a4d8-e2e3794ba486	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:13:42	d0d065d6-4ff6-4050-850b-955d7ed9bbef	GET 	 /subdir/index.html 	 ::1	 undefined
20230924	23:13:42	3b54a0f8-afb8-40d6-bf83-7231185d79ec	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:13:52	8c69d2d9-cad0-47d8-a79f-f95f4b430d13	GET 	 /subdir/ 	 ::1	 undefined
20230924	23:13:52	56f7db01-0971-492d-b40b-983c1c2d87a4	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:14:11	103a89e8-9465-40a8-aaf8-422c6d9ba614	GET 	 /subdir/test 	 ::1	 undefined
20230924	23:14:11	43492cc1-8197-410a-a6e9-6dd47b6d71b3	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:14:28	27cf7854-9758-4ed2-a127-5d36672b56f1	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:14:28	3e897ca2-6e02-4915-9272-a7960f150d8f	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:16:32	5148a765-ac09-4727-bcbc-78b6c3ab735a	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:16:32	733ef347-97a5-495b-90ab-12d3b4b1268a	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:16:33	07967a51-8f64-443d-95fc-bceda140cebd	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:16:33	8a294772-7e37-4421-a70c-e8e5bfbaffaa	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:16:34	1234e8c8-925c-44f9-b868-768bc9ba451a	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:16:34	1c1060be-a08e-489c-9dd9-689f754bd299	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:17:02	ebad3740-ccae-440d-954f-6e913e7c5c34	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:17:02	b4b504b2-2af8-4852-a5f4-0f04e9dcf975	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:18:10	22fcea05-621a-45c8-a258-4ef737470846	GET 	 /subdir/index.html 	 ::1	 undefined
20230924	23:18:10	9e09c826-cac6-435d-949b-9b6e058ff188	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:35:33	cfae93f5-cf98-472f-add6-828c0f6ecb30	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:35:45	4f2b688e-51ea-429e-9aa4-23a6cd0eca2c	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:35:45	de568477-ba2f-4ace-b430-5e9e134d882b	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:36:26	123acd71-384c-40c3-8a80-0d6b0ebc7475	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:38:26	6324d770-57ee-4cb4-a2a4-ddc69f8e63bb	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:38:26	ce1b72f7-179a-41a4-8d07-1a62cb249612	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:01	9a5edcc0-a495-43c2-812f-4b568cc64649	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:01	01705af4-bdba-4aa1-9d72-317acbfbf035	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:02	19470f6b-fe7c-4efd-a3a9-e22ba81b0d7e	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:02	d10892fd-7777-4665-a62e-1fceb3223356	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:03	af490f27-3099-4cac-8eef-53bc5fc7b05f	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:03	2fbe4b74-2a28-454d-9469-e8ba61a8d682	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:03	f8dd7d42-b37f-41fc-bdae-258ff5aa1e9d	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:03	537f6a48-bd0e-4986-8c6b-5d69af89af73	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:05	7f435381-08e7-47bb-af5e-9bdd937bb652	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:05	56daabc9-d17c-45ad-8958-7b526cf791f2	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:06	bfbbf4f6-1335-43a8-856e-2116cbd7626e	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:06	f50af6fd-6ad5-4f21-9278-08e2760a99ce	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:06	05e778b1-ba17-4740-9e29-a5dca3c2bab0	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:06	1f86cd59-7076-43e6-88a8-148a2ff18c19	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:06	65cd2835-1dcd-4a0b-8261-f5130af039bd	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:06	5e3fe961-13f2-4e27-bdff-d399b212a4d6	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:07	992210d7-c07e-4e7a-941b-e72b1e6812f6	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:07	7a9ce503-9e47-4ffa-bae3-572754c8c30d	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:07	5c038c40-c95d-42c2-a02d-049793debff1	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:07	4d47fd8c-2a7f-4288-97d4-7bfceebb6745	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:07	2dce75c3-6021-4814-9506-6fab4d29e050	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:07	790e408d-32f0-41ef-91c5-0d5510e88451	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:07	11ac2c73-cf72-4d34-9edb-8c150b04852e	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:07	1794ddf2-409b-48f5-8d23-959cef253958	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:07	654e44f4-22c1-40e8-9d46-45e07c25b811	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:42:07	91173c75-ca1f-480a-9ee8-a588aa5c6adc	GET 	 /subdir/css/style.css 	 ::1	 undefined
20230924	23:42:27	7fb83d98-0fc7-4de8-8353-0898020ed66c	GET 	 /subdir/test.html 	 ::1	 undefined
20230924	23:54:09	8710ce02-853a-4b1c-9545-bd976bdfb500	GET 	 /subdir/ 	 ::1	 undefined
20230925	11:19:48	01fc1aa3-39d0-41f6-a8ff-1886f68b0316	GET 	 /subdir/ 	 ::1	 undefined
20230925	11:19:49	c6b058fb-6a23-4831-a21e-af6162296d9d	GET 	 /favicon.ico 	 ::1	 undefined
20230925	11:58:42	5593a202-d0dc-4b13-bdf7-2fd9f2d1ec6f	GET 	 / 	 ::1	 undefined
20230925	11:59:05	bac2ae2c-56be-4ef2-8a16-a86d06bdc767	GET 	 / 	 ::1	 undefined
20230925	11:59:06	90ef7226-dabe-42cd-bd57-9455bb1bbe66	GET 	 / 	 ::1	 undefined
20230925	11:59:17	7e9a5fd6-eacb-432c-aa00-4e1b57c494f1	GET 	 / 	 ::1	 undefined
20230925	11:59:50	61e079f2-ce49-4105-b9f2-98348dc6d65a	GET 	 / 	 ::1	 undefined
20230925	12:00:05	d069b872-de80-41b9-a865-98506e1afc51	GET 	 /subdir/ 	 ::1	 undefined
20230925	12:00:12	bfdbb454-91e2-4878-9cd5-9deeb27dbb07	GET 	 /index 	 ::1	 undefined
20230925	12:00:51	34a76991-d0d0-429c-a09e-ccfacbb5466c	GET 	 /index 	 ::1	 undefined
20230925	12:02:03	d95b3cd9-0c98-4468-a827-6a7bb1a2aa33	GET 	 /clide 	 ::1	 undefined
20230925	12:02:03	80f11397-ad66-4d38-8b3c-402ebdf9693f	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:02:52	e2a58ccc-1d73-4905-8de8-634c3325a4ae	GET 	 /hello 	 ::1	 undefined
20230925	12:03:59	68ffd825-fd43-4434-84fd-5a549a824a7d	GET 	 / 	 ::1	 undefined
20230925	12:05:28	2d2c8a67-e98b-462e-9070-5a021d84eecf	GET 	 / 	 ::1	 undefined
20230925	12:05:28	d268edc7-667e-4172-babb-8db2ae691984	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:25:33	36484377-0f2b-4485-8352-28d94c965006	GET 	 / 	 ::1	 undefined
20230925	12:25:33	3cb90bc5-ec5b-4f01-aac0-a47e55451f2c	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:28:40	921414d4-7d10-4498-9339-aa258bf09229	GET 	 / 	 ::1	 undefined
20230925	12:28:40	c5d69263-0782-4b93-9077-e697b9691a7e	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:28:49	321dfe01-bb67-4232-a57c-4877adaf8f5d	GET 	 / 	 ::1	 undefined
20230925	12:28:49	683f44f8-0024-4e66-87ec-a377ba5e1f76	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:29:01	c22d82de-c443-429d-a5b5-e5654923b4a9	GET 	 /t 	 ::1	 undefined
20230925	12:30:58	c7d1124d-b0cf-4984-86f2-f3adbe3bfdeb	GET 	 /t 	 ::1	 undefined
20230925	12:30:58	85b01ff0-807d-4209-969c-5a3550d44f76	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:32:05	af2897df-402c-47ce-a9fe-24fa4a019876	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:32:05	79c8486c-74b6-496d-9834-b0ef4ed10c8e	GET 	 /t/style.css 	 ::1	 undefined
20230925	12:32:05	db613238-f6df-432d-bbf8-573f931c665b	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:32:10	0cff4c9d-b6e4-4304-a9ad-35b27f7f6e20	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:32:10	53579a9d-53a2-4711-b79c-6f08dfd05e95	GET 	 /t/style.css 	 ::1	 undefined
20230925	12:32:10	bb39c043-0a7a-4622-89ab-9b778da40988	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:33:01	f2915dd0-3941-473a-bce7-c344254bca9a	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:33:01	e717fbd0-1548-4951-90ee-cdd403b71994	GET 	 /t/style.css 	 ::1	 undefined
20230925	12:33:01	5c0b1551-3d5d-4dd4-b4de-8736ae0006e3	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:33:02	98dd9f72-53e9-4730-b129-0f0e3ce1a65d	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:33:02	949cd993-877d-4ecb-b6d9-8c2f394b7412	GET 	 /t/style.css 	 ::1	 undefined
20230925	12:33:02	138641f2-20b3-4da8-b257-b1fc7167707d	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:33:02	f3c19905-242a-446f-b9c9-755aa0b4a0d7	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:33:02	7fc29e29-0ce7-4b1b-ab98-e82348313ee9	GET 	 /t/style.css 	 ::1	 undefined
20230925	12:33:02	2807c63e-4846-4106-9cf1-391c79b108fa	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:33:02	e513bc81-f3a9-471d-9252-cf779386122e	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:33:02	8ff38ad5-1dc5-4e5d-9647-5c6cff750535	GET 	 /t/style.css 	 ::1	 undefined
20230925	12:33:02	66b251ec-77e9-4dd8-9577-407640847930	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:33:44	f6b5b934-d2e2-470d-881b-3cbdf280cf26	GET 	 /t 	 ::1	 undefined
20230925	12:33:44	93887e40-c3ca-4aa8-8f9c-b8a4413e0ba8	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:34:12	441b8a62-3ef4-4729-95a6-dc9c9a0fa657	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:34:12	d083a2b3-8b08-4784-9984-9a64bb9f2bcd	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:34:12	98919bdf-0aa5-47e9-8550-eaf813127fd7	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:34:17	a5bbb615-f22f-408d-809b-d1dae123f8ff	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:34:17	b2cdf8fb-fc72-43f4-adde-d69149420322	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:34:17	fc05fcc1-976d-45ef-bac7-2f9bbd2d81a5	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:34:18	fbcf588a-37cb-458e-89ac-a4c5ad5196da	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:34:18	978341ee-72ab-49b3-a04e-6653511512b0	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:34:18	52e3fee6-fbb3-4426-b36c-43924a36450a	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:34:18	54e7819b-581a-4d4c-9082-b218a62553e7	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:34:18	0c22b4e7-fd27-4aa0-8a3c-e53d53cdef70	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:34:18	6da96477-60d6-4910-ab9f-a5110c3abe6c	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:34:18	ab2bd261-5dbd-42c2-a366-e07b6038df67	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:34:18	9ea1d97f-e7b2-4a69-8ec2-7d21007b0141	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:34:18	c076d15c-3cb0-4391-87dc-dcc3662ded54	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:35:41	3184c8dd-4aff-4034-9f10-54e5bb8873fd	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:35:41	17eb7d6f-4195-4dc0-930a-1e6e15617e23	GET 	 /public/img/img1.jpg 	 ::1	 undefined
20230925	12:35:41	a34aab6e-6b1d-494f-be36-c51019526849	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:35:42	5474d96b-9434-4d7a-ac2d-1b185d737346	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:35:42	60142b5a-7c40-4801-ab0e-200115a43d9f	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:35:42	8c3117f6-a625-45c2-bcf2-23c2b4dc51e8	GET 	 /public/img/img1.jpg 	 ::1	 undefined
20230925	12:35:56	f0e822e2-f7d0-4a38-b737-eede85ab4ed0	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:35:56	f607dfe3-f2b3-44b0-918d-c9b019baf1b3	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:35:56	da7f4231-c39f-4af0-8a8e-d39418d06fef	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:35:56	6e1aa69b-02df-4d1a-9858-f65f3179dbee	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:35:56	236c44ee-26f4-49ad-a9a0-b33677415301	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:35:56	21a212ad-efea-4e9e-b4f3-c1ccbc82c6fc	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:35:56	a7425753-03ae-437d-8dd6-18185001169c	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:35:56	7a83a956-014a-47ee-914a-8e6a7bc095dd	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:35:56	2ab0c61c-c1ff-444e-83ca-0904f59a6c47	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:35:57	6d6fa6c2-93c1-40f8-8d74-ea788f816085	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:35:57	a29226ad-ec33-41c9-986f-15f09941d76d	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:35:57	b864529f-70b6-414d-b7b1-8d76a9c3ddb7	GET 	 /t/img/img1.jpg 	 ::1	 undefined
20230925	12:36:23	0183b717-b4ed-4140-b5e0-35c31d155fac	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:36:23	306843cb-59d5-4d00-9cb0-f55baa2e6168	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:36:24	c462d7eb-fa0d-4fb0-8e7f-dc44d4f4b33b	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:36:24	30d2cfba-fcaa-4921-aaac-89fb0d8b7044	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:36:38	2915e0eb-86a2-47ae-906d-4cc5b161ca5a	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:36:38	5c171713-62e8-4ae8-9c92-d2e4d42d72f0	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:36:38	7e22c2ba-9b0f-4124-90b1-8eb808f56785	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:36:38	beab5024-b234-4f67-9906-b84b5a5fd255	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:36:38	7d08e8cd-afa6-4fa4-945e-32b7b88048f0	GET 	 /t/new-page.html 	 ::1	 undefined
20230925	12:36:38	19d399c8-7a16-4b08-a4be-d1172adecc38	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:37:07	711103b5-a20a-4a6e-b84c-2918e75cfb2a	GET 	 /t/ 	 ::1	 undefined
20230925	12:37:07	f9310c15-37c3-446c-872f-96c43920efdc	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:37:18	4ac74fef-aff2-4517-acc3-b60be1b4126e	GET 	 /t/ 	 ::1	 undefined
20230925	12:37:18	809566c1-6fab-48fb-8964-04f7e7154393	GET 	 /t/css/style.css 	 ::1	 undefined
20230925	12:37:21	188208bb-0c64-4cb9-9831-b016327e0d91	GET 	 /t 	 ::1	 undefined
20230925	12:37:22	996fff74-3f80-41ca-b28d-2fe25a5b8334	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:38:53	c45048cd-9f54-49f1-a729-734c9e76ff11	GET 	 /t 	 ::1	 undefined
20230925	12:38:53	7b336033-2b4a-4a33-a01a-43d353a57d41	GET 	 /css/style.css 	 ::1	 undefined
20230925	12:39:03	bd4ba772-4d0f-4a5d-8525-1e6cc24de8c3	GET 	 /new-page.html 	 ::1	 undefined
